MDS1 MDS2 MDS3 MDS4 MDS5 MDS6 MDS7 MDS8 MDS9 MDS10 MDS11 MDS12 MDS13 MDS14 MDS15 MDS16 MDS17 MDS18 MDS19 MDS20 MDS21 MDS22 MDS23 MDS24 MDS25 MDS26 MDS27 MDS28 MDS29 MDS30 MDS31 MDS32 MDS33 MDS34 MDS35 MDS36 MDS37 MDS38 MDS39 MDS40 window rowID chr pos
-0.0605403747327228 0.0189945939637511 0.020942067440214 0.00147651407254109 -0.0139503480744582 -0.0106522815398121 0.0300717019292347 0.0229100468885823 -0.00618019509138207 0.0247732015801749 -0.0335903905159542 -0.0807312051455734 -0.00681699621038802 -0.0183854884818151 0.00536509732622317 0.0246124959620427 -0.010498756097381 -0.00235605837988519 0.00393798952168961 0.0641477334699369 0.0401490929383451 0.0573641920180702 0.166396720992893 0.112426652462489 0.00902059236425851 0.296186713932271 0.306995762510635 0.273405384379403 0.0972791184200561 -0.100034034936956 0.166266828520679 0.335274177616689 0.0520193912017833 -0.119831535278444 0.106676883477046 0.00490306606482131 0.150709708734382 -0.00764788795047278 -0.0780309503828109 0.0319446261872319 1 1 20 80012
-0.0605403747327228 0.0189945939637511 0.020942067440214 0.00147651407254109 -0.0139503480744582 -0.0106522815398121 0.0300717019292347 0.0229100468885823 -0.00618019509138207 0.0247732015801749 -0.0335903905159542 -0.0807312051455734 -0.00681699621038802 -0.0183854884818151 0.00536509732622317 0.0246124959620427 -0.010498756097381 -0.00235605837988519 0.00393798952168961 0.0641477334699369 0.0401490929383451 0.0573641920180702 0.166396720992893 0.112426652462489 0.00902059236425851 0.296186713932271 0.306995762510635 0.273405384379403 0.0972791184200561 -0.100034034936956 0.166266828520679 0.335274177616689 0.0520193912017833 -0.119831535278444 0.106676883477046 0.00490306606482131 0.150709708734382 -0.00764788795047278 -0.0780309503828109 0.0319446261872319 1 2 20 80046
-0.0605403747327228 0.0189945939637511 0.020942067440214 0.00147651407254109 -0.0139503480744582 -0.0106522815398121 0.0300717019292347 0.0229100468885823 -0.00618019509138207 0.0247732015801749 -0.0335903905159542 -0.0807312051455734 -0.00681699621038802 -0.0183854884818151 0.00536509732622317 0.0246124959620427 -0.010498756097381 -0.00235605837988519 0.00393798952168961 0.0641477334699369 0.0401490929383451 0.0573641920180702 0.166396720992893 0.112426652462489 0.00902059236425851 0.296186713932271 0.306995762510635 0.273405384379403 0.0972791184200561 -0.100034034936956 0.166266828520679 0.335274177616689 0.0520193912017833 -0.119831535278444 0.106676883477046 0.00490306606482131 0.150709708734382 -0.00764788795047278 -0.0780309503828109 0.0319446261872319 1 3 20 202958
-0.0605403747327228 0.0189945939637511 0.020942067440214 0.00147651407254109 -0.0139503480744582 -0.0106522815398121 0.0300717019292347 0.0229100468885823 -0.00618019509138207 0.0247732015801749 -0.0335903905159542 -0.0807312051455734 -0.00681699621038802 -0.0183854884818151 0.00536509732622317 0.0246124959620427 -0.010498756097381 -0.00235605837988519 0.00393798952168961 0.0641477334699369 0.0401490929383451 0.0573641920180702 0.166396720992893 0.112426652462489 0.00902059236425851 0.296186713932271 0.306995762510635 0.273405384379403 0.0972791184200561 -0.100034034936956 0.166266828520679 0.335274177616689 0.0520193912017833 -0.119831535278444 0.106676883477046 0.00490306606482131 0.150709708734382 -0.00764788795047278 -0.0780309503828109 0.0319446261872319 1 4 20 202986
-0.0605403747327228 0.0189945939637511 0.020942067440214 0.00147651407254109 -0.0139503480744582 -0.0106522815398121 0.0300717019292347 0.0229100468885823 -0.00618019509138207 0.0247732015801749 -0.0335903905159542 -0.0807312051455734 -0.00681699621038802 -0.0183854884818151 0.00536509732622317 0.0246124959620427 -0.010498756097381 -0.00235605837988519 0.00393798952168961 0.0641477334699369 0.0401490929383451 0.0573641920180702 0.166396720992893 0.112426652462489 0.00902059236425851 0.296186713932271 0.306995762510635 0.273405384379403 0.0972791184200561 -0.100034034936956 0.166266828520679 0.335274177616689 0.0520193912017833 -0.119831535278444 0.106676883477046 0.00490306606482131 0.150709708734382 -0.00764788795047278 -0.0780309503828109 0.0319446261872319 1 5 20 202999
-0.0605403747327228 0.0189945939637511 0.020942067440214 0.00147651407254109 -0.0139503480744582 -0.0106522815398121 0.0300717019292347 0.0229100468885823 -0.00618019509138207 0.0247732015801749 -0.0335903905159542 -0.0807312051455734 -0.00681699621038802 -0.0183854884818151 0.00536509732622317 0.0246124959620427 -0.010498756097381 -0.00235605837988519 0.00393798952168961 0.0641477334699369 0.0401490929383451 0.0573641920180702 0.166396720992893 0.112426652462489 0.00902059236425851 0.296186713932271 0.306995762510635 0.273405384379403 0.0972791184200561 -0.100034034936956 0.166266828520679 0.335274177616689 0.0520193912017833 -0.119831535278444 0.106676883477046 0.00490306606482131 0.150709708734382 -0.00764788795047278 -0.0780309503828109 0.0319446261872319 1 6 20 203026
-0.0605403747327228 0.0189945939637511 0.020942067440214 0.00147651407254109 -0.0139503480744582 -0.0106522815398121 0.0300717019292347 0.0229100468885823 -0.00618019509138207 0.0247732015801749 -0.0335903905159542 -0.0807312051455734 -0.00681699621038802 -0.0183854884818151 0.00536509732622317 0.0246124959620427 -0.010498756097381 -0.00235605837988519 0.00393798952168961 0.0641477334699369 0.0401490929383451 0.0573641920180702 0.166396720992893 0.112426652462489 0.00902059236425851 0.296186713932271 0.306995762510635 0.273405384379403 0.0972791184200561 -0.100034034936956 0.166266828520679 0.335274177616689 0.0520193912017833 -0.119831535278444 0.106676883477046 0.00490306606482131 0.150709708734382 -0.00764788795047278 -0.0780309503828109 0.0319446261872319 1 7 20 203175
-0.0605403747327228 0.0189945939637511 0.020942067440214 0.00147651407254109 -0.0139503480744582 -0.0106522815398121 0.0300717019292347 0.0229100468885823 -0.00618019509138207 0.0247732015801749 -0.0335903905159542 -0.0807312051455734 -0.00681699621038802 -0.0183854884818151 0.00536509732622317 0.0246124959620427 -0.010498756097381 -0.00235605837988519 0.00393798952168961 0.0641477334699369 0.0401490929383451 0.0573641920180702 0.166396720992893 0.112426652462489 0.00902059236425851 0.296186713932271 0.306995762510635 0.273405384379403 0.0972791184200561 -0.100034034936956 0.166266828520679 0.335274177616689 0.0520193912017833 -0.119831535278444 0.106676883477046 0.00490306606482131 0.150709708734382 -0.00764788795047278 -0.0780309503828109 0.0319446261872319 1 8 20 239338
-0.0605403747327228 0.0189945939637511 0.020942067440214 0.00147651407254109 -0.0139503480744582 -0.0106522815398121 0.0300717019292347 0.0229100468885823 -0.00618019509138207 0.0247732015801749 -0.0335903905159542 -0.0807312051455734 -0.00681699621038802 -0.0183854884818151 0.00536509732622317 0.0246124959620427 -0.010498756097381 -0.00235605837988519 0.00393798952168961 0.0641477334699369 0.0401490929383451 0.0573641920180702 0.166396720992893 0.112426652462489 0.00902059236425851 0.296186713932271 0.306995762510635 0.273405384379403 0.0972791184200561 -0.100034034936956 0.166266828520679 0.335274177616689 0.0520193912017833 -0.119831535278444 0.106676883477046 0.00490306606482131 0.150709708734382 -0.00764788795047278 -0.0780309503828109 0.0319446261872319 1 9 20 239384
-0.0605403747327228 0.0189945939637511 0.020942067440214 0.00147651407254109 -0.0139503480744582 -0.0106522815398121 0.0300717019292347 0.0229100468885823 -0.00618019509138207 0.0247732015801749 -0.0335903905159542 -0.0807312051455734 -0.00681699621038802 -0.0183854884818151 0.00536509732622317 0.0246124959620427 -0.010498756097381 -0.00235605837988519 0.00393798952168961 0.0641477334699369 0.0401490929383451 0.0573641920180702 0.166396720992893 0.112426652462489 0.00902059236425851 0.296186713932271 0.306995762510635 0.273405384379403 0.0972791184200561 -0.100034034936956 0.166266828520679 0.335274177616689 0.0520193912017833 -0.119831535278444 0.106676883477046 0.00490306606482131 0.150709708734382 -0.00764788795047278 -0.0780309503828109 0.0319446261872319 1 10 20 293065
